ID,LoanApplicationID,AiDecision,Reasoning,CreatedAt
63,62,false,"CreditScore=614, DTI=0.25, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
64,63,false,"CreditScore=500, DTI=0.11, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
65,64,false,"CreditScore=664, DTI=0.31, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
66,65,false,"CreditScore=773, DTI=0.18, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
67,66,false,"CreditScore=705, DTI=0.32, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
68,67,false,"CreditScore=683, DTI=0.30, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
69,68,false,"CreditScore=699, DTI=0.60, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
70,69,false,"CreditScore=846, DTI=0.22, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
71,70,false,"CreditScore=720, DTI=0.25, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
72,71,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
73,72,false,"CreditScore=604, DTI=0.82, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
74,73,false,"CreditScore=744, DTI=0.36, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
75,74,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
76,75,false,"CreditScore=808, DTI=0.23, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
77,76,false,"CreditScore=697, DTI=0.16, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
78,77,false,"CreditScore=587, DTI=0.61, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
79,78,false,"CreditScore=636, DTI=0.18, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
80,79,false,"CreditScore=768, DTI=0.29, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
81,80,false,"CreditScore=559, DTI=0.08, Delinquent=true, LatePayments=5",2025-04-26T23:58:00+05:30
82,81,false,"CreditScore=546, DTI=0.45, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
83,82,false,"CreditScore=524, DTI=0.08, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
84,83,false,"CreditScore=637, DTI=0.26, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
85,84,false,"CreditScore=599, DTI=0.57, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
86,85,false,"CreditScore=565, DTI=0.45, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
87,86,false,"CreditScore=694, DTI=0.52, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
88,87,false,"CreditScore=655, DTI=0.48, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
89,88,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
90,89,false,"CreditScore=707, DTI=0.60, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
91,90,false,"CreditScore=717, DTI=0.22, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
92,91,false,"CreditScore=688, DTI=0.18, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
93,92,false,"CreditScore=814, DTI=0.15, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
94,93,false,"CreditScore=500, DTI=0.24, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
95,94,false,"CreditScore=831, DTI=0.14, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
96,95,false,"CreditScore=816, DTI=0.44, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
97,96,false,"CreditScore=522, DTI=0.29, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
98,97,false,"CreditScore=818, DTI=0.20, Delinquent=true, LatePayments=5",2025-04-26T23:58:00+05:30
99,98,false,"CreditScore=766, DTI=0.18, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
100,99,false,"CreditScore=511, DTI=0.44, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
101,100,false,"CreditScore=686, DTI=0.16, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
102,101,false,"CreditScore=770, DTI=0.16, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
103,102,false,"CreditScore=648, DTI=0.71, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
104,103,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
105,104,false,"CreditScore=643, DTI=0.50, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
106,105,false,"CreditScore=536, DTI=0.20, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
107,106,false,"CreditScore=818, DTI=0.11, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
108,107,false,"CreditScore=817, DTI=0.42, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
109,108,false,"CreditScore=510, DTI=0.39, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
110,109,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
111,110,false,"CreditScore=849, DTI=0.43, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
112,111,false,"CreditScore=521, DTI=0.17, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
113,112,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
114,113,false,"CreditScore=614, DTI=0.14, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
115,114,false,"CreditScore=626, DTI=0.14, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
116,115,false,"CreditScore=557, DTI=0.26, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
117,116,false,"CreditScore=647, DTI=0.27, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
118,117,false,"CreditScore=517, DTI=0.43, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
119,118,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
120,119,false,"CreditScore=665, DTI=0.56, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
121,120,false,"CreditScore=716, DTI=0.32, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
122,121,false,"CreditScore=575, DTI=0.26, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
123,122,false,"CreditScore=612, DTI=0.16, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
124,123,false,"CreditScore=796, DTI=0.33, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
125,124,false,"CreditScore=810, DTI=0.32, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
126,125,false,"CreditScore=564, DTI=0.06, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
127,126,false,"CreditScore=684, DTI=0.47, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
128,127,false,"CreditScore=684, DTI=0.79, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
129,128,false,"CreditScore=652, DTI=0.33, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
130,129,false,"CreditScore=553, DTI=0.30, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
131,130,false,"CreditScore=850, DTI=0.67, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
132,131,false,"CreditScore=625, DTI=0.17, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
133,132,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
134,133,false,"CreditScore=508, DTI=0.24, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
135,134,false,"CreditScore=543, DTI=0.41, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
136,135,false,"CreditScore=642, DTI=0.58, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
137,136,false,"CreditScore=629, DTI=0.34, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
138,137,false,"CreditScore=529, DTI=0.19, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
139,138,false,"CreditScore=518, DTI=0.36, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
140,139,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
141,140,false,"CreditScore=545, DTI=0.47, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
142,141,false,"CreditScore=761, DTI=0.44, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
143,142,false,"CreditScore=648, DTI=0.23, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
144,143,false,"CreditScore=589, DTI=0.27, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
145,144,false,"CreditScore=517, DTI=0.22, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
146,145,false,"CreditScore=762, DTI=0.28, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
147,146,false,"CreditScore=831, DTI=0.26, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
148,147,false,"CreditScore=843, DTI=0.40, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
149,148,false,"CreditScore=843, DTI=0.10, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
150,149,false,"CreditScore=546, DTI=0.44, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
151,150,false,"CreditScore=812, DTI=0.26, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
152,151,false,"CreditScore=612, DTI=0.36, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
153,152,false,"CreditScore=587, DTI=0.17, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
154,153,false,"CreditScore=669, DTI=0.66, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
155,154,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
156,155,false,"CreditScore=545, DTI=0.23, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
157,156,false,"CreditScore=625, DTI=0.05, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
158,157,false,"CreditScore=754, DTI=0.32, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
159,158,false,"CreditScore=534, DTI=0.33, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
160,159,false,"CreditScore=657, DTI=0.13, Delinquent=true, LatePayments=5",2025-04-26T23:58:00+05:30
161,160,false,"CreditScore=817, DTI=0.34, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
162,161,false,"CreditScore=591, DTI=0.34, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
163,162,false,"CreditScore=707, DTI=0.35, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
164,163,false,"CreditScore=521, DTI=0.70, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
165,164,false,"CreditScore=578, DTI=0.42, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
166,165,false,"CreditScore=651, DTI=0.39, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
167,166,false,"CreditScore=566, DTI=0.36, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
168,167,false,"CreditScore=591, DTI=0.59, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
169,168,false,"CreditScore=662, DTI=0.86, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
170,169,false,"CreditScore=636, DTI=0.16, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
171,170,false,"CreditScore=610, DTI=0.23, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
172,171,false,"CreditScore=763, DTI=0.18, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
173,172,false,"CreditScore=592, DTI=0.21, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
174,173,false,"CreditScore=586, DTI=0.13, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
175,174,false,"CreditScore=690, DTI=0.22, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
176,175,false,"CreditScore=794, DTI=0.64, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
177,176,false,"CreditScore=689, DTI=0.10, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
178,177,false,"CreditScore=603, DTI=0.19, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
179,178,false,"CreditScore=842, DTI=0.23, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
180,179,false,"CreditScore=745, DTI=0.44, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
181,180,false,"CreditScore=523, DTI=0.28, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
182,181,false,"CreditScore=820, DTI=0.53, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
183,182,false,"CreditScore=646, DTI=0.22, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
184,183,false,"CreditScore=819, DTI=0.29, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
185,184,false,"CreditScore=771, DTI=0.07, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
186,185,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
187,186,false,"CreditScore=589, DTI=0.20, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
188,187,false,"CreditScore=729, DTI=0.34, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
189,188,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
190,189,false,"CreditScore=572, DTI=0.72, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
191,190,false,"CreditScore=643, DTI=0.22, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
192,191,false,"CreditScore=686, DTI=0.19, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
193,192,false,"CreditScore=587, DTI=0.24, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
194,193,false,"CreditScore=772, DTI=0.31, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
195,194,false,"CreditScore=621, DTI=0.41, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
196,195,false,"CreditScore=554, DTI=0.20, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
197,196,false,"CreditScore=645, DTI=0.32, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
198,197,false,"CreditScore=649, DTI=0.58, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
199,198,false,"CreditScore=632, DTI=0.17, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
200,199,false,"CreditScore=546, DTI=0.33, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
201,200,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
202,201,false,"CreditScore=770, DTI=0.26, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
203,202,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
204,203,false,"CreditScore=566, DTI=0.16, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
205,204,false,"CreditScore=730, DTI=0.41, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
206,205,false,"CreditScore=548, DTI=0.71, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
207,206,false,"CreditScore=518, DTI=0.64, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
208,207,false,"CreditScore=661, DTI=0.27, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
209,208,false,"CreditScore=811, DTI=0.40, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
210,209,false,"CreditScore=816, DTI=0.37, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
211,210,false,"CreditScore=629, DTI=0.33, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
212,211,false,"CreditScore=667, DTI=0.09, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
213,212,false,"CreditScore=593, DTI=0.10, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
214,213,false,"CreditScore=847, DTI=0.21, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
215,214,false,"CreditScore=720, DTI=0.40, Delinquent=true, LatePayments=0",2025-04-26T23:58:00+05:30
216,215,false,"CreditScore=571, DTI=0.20, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
217,216,false,"CreditScore=738, DTI=0.63, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
218,217,false,"CreditScore=584, DTI=0.17, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
219,218,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
220,219,false,"CreditScore=663, DTI=0.39, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
221,220,false,"CreditScore=791, DTI=0.31, Delinquent=true, LatePayments=5",2025-04-26T23:58:00+05:30
222,221,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
223,222,false,"CreditScore=594, DTI=0.36, Delinquent=false, LatePayments=0",2025-04-26T23:58:00+05:30
224,223,false,"CreditScore=540, DTI=0.28, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
225,224,false,"CreditScore=697, DTI=0.34, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
226,225,false,"CreditScore=642, DTI=0.07, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
227,226,false,"CreditScore=588, DTI=0.47, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
228,227,false,"CreditScore=580, DTI=0.30, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
229,228,false,"CreditScore=788, DTI=0.18, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
230,229,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
231,230,false,"CreditScore=838, DTI=0.22, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
232,231,false,"CreditScore=666, DTI=0.49, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
233,232,false,"CreditScore=740, DTI=0.86, Delinquent=true, LatePayments=2",2025-04-26T23:58:00+05:30
234,233,false,"CreditScore=576, DTI=0.16, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
235,234,false,"CreditScore=646, DTI=0.24, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
236,235,false,"CreditScore=628, DTI=0.35, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
237,236,false,"CreditScore=782, DTI=0.48, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
238,237,false,"CreditScore=837, DTI=0.52, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
239,238,false,"CreditScore=596, DTI=0.23, Delinquent=false, LatePayments=1",2025-04-26T23:58:00+05:30
240,239,false,"CreditScore=582, DTI=0.12, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
241,240,false,"CreditScore=624, DTI=0.23, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
242,241,false,"CreditScore=845, DTI=0.16, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
243,242,false,"CreditScore=651, DTI=0.38, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
244,243,false,"CreditScore=690, DTI=0.37, Delinquent=true, LatePayments=4",2025-04-26T23:58:00+05:30
245,244,false,"CreditScore=751, DTI=0.31, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
246,245,false,"CreditScore=834, DTI=0.34, Delinquent=false, LatePayments=2",2025-04-26T23:58:00+05:30
247,246,false,"CreditScore=570, DTI=0.36, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
248,247,false,"CreditScore=801, DTI=0.12, Delinquent=false, LatePayments=4",2025-04-26T23:58:00+05:30
249,248,false,"CreditScore=789, DTI=0.77, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
250,249,false,"CreditScore=550, DTI=0.54, Delinquent=true, LatePayments=1",2025-04-26T23:58:00+05:30
251,250,false,"CreditScore=612, DTI=0.07, Delinquent=true, LatePayments=3",2025-04-26T23:58:00+05:30
252,251,true,"Meets all criteria: High credit score, low DTI, good history",2025-04-26T23:58:00+05:30
253,252,false,"CreditScore=527, DTI=0.36, Delinquent=false, LatePayments=5",2025-04-26T23:58:00+05:30
254,253,false,"CreditScore=668, DTI=0.26, Delinquent=false, LatePayments=3",2025-04-26T23:58:00+05:30
